Item Code;Item Description;Part No.;Part Description;Model;Unit Of Measurement;Spare Part Type;Location;Specify;Part Category;Is Expiry date Required;Min Nos;Max Nos; Minimum Price Per Nos (RM) ; Maximum Price Per Nos (RM) ;Brand;Status;Expiry Age (In Month);Current Stock Level
BP0011;Equipment Specific Parts;01-1803-0101-004;Silencer Bag Assy;Alphabed;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;100; MYR 75,00 ; MYR 86,25 ;HUNTLEIGH;Active;0;7
BP0023;PPM/ Service/Maintenance/ Repair Kits;01-2202-1901-001;5K PREVENTIVE MAINTENANCE KIT,VELA;Avea;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;6; MYR 1.305,00 ; MYR 1.500,75 ;Viasys Vela;Active;0;0
BP0025;Sensors/ Detectors;01-1603-1604-001;Finger Probe Adult 1.5Ft/Adult Reuble Oximeter Sensor;2100;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;5; MYR 600,00 ; MYR 690,00 ;DOLPHIN;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1603-1604-002;Extension Cable 8Ft(2.4M);2100;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;5; MYR 570,00 ; MYR 655,50 ;DOLPHIN;Active;0;0
BP0001;Batteries/ UPS;01-1603-2101-001;Rechargeable Battery;Paspot Sl;Unit;Just In Time;Centralized;;Biomedical;No;0;5; MYR 260,00 ; MYR 299,00 ;DATASCOPE;Active;0;0
BP0001;Batteries/ UPS;01-0203-0601-002;Battery;Accutor Plus;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 300,00 ; MYR 345,00 ;DATASCOPE;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1604-1601-001;PHILIPS Spo2 Sensor Adapter Cable M1940A;M1205a;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;5; MYR 328,00 ; MYR 377,20 ;VIRDIA;Active;0;2
BP0001;Batteries/ UPS;01-1609-0102-001;Rechargeable Battery 6V 12Ah;Pc 2tx;Unit;Just In Time;Centralized;;Biomedical;No;0;40; MYR 80,00 ; MYR 92,00 ;GRASEBY;Active;0;12
BP0003;Bulbs/ Lamps;01-1620-0100-001;PHOTHOTHERAPY LAMP BULB ULTRAVIOLET UV-AL 100W/13;Spectra 311/350;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;100; MYR 290,00 ; MYR 333,50 ;Daavlin;Active;0;0
BP0003;Bulbs/ Lamps;01-1620-0100-002;PHOTHOTHERAPY LAMP BULB ULTRAVIOLET UV-B TL 100W/12;Spectra 311/350;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;70; MYR 350,00 ; MYR 402,50 ;Daavlin;Active;0;0
BP0026;Solenoids/ Valves/ Gauges;01-1803-0102-001;RP VALVE BODY ASSEMBLY;Alphabed Plus;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;2; MYR 80,00 ; MYR 92,00 ;HUNTLEIGH;Active;0;0
BP0005;Casing/ Covers/ Brackets/ Latches/ Part Holders;01-1803-1201-001;Handle Bracket Set;1010;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;10; MYR 175,00 ; MYR 201,25 ;AEROCARE;Active;0;0
BP0011;Equipment Specific Parts;01-1803-1201-002;Compressor;1010;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;2; MYR 600,00 ; MYR 690,00 ;AEROCARE;Active;0;0
BP0011;Equipment Specific Parts;01-1803-1401-001;Air Reservoir;App 2000;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;10; MYR 55,00 ; MYR 63,25 ;Bantex;Active;0;0
BP0007;Diaphragms/ Pumps;01-1803-1401-002;Pumping Set;App 2000;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;10; MYR 63,60 ; MYR 73,14 ;Bantex;Active;0;0
BP0013;Heater Elements;01-1806-0101-001;Element Heating;Chamion;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 340,00 ; MYR 391,00 ;Haraeus;Active;0;1
BP0011;Equipment Specific Parts;01-1902-0202-001;Sl 6V 20W Toeimeter;Lm770;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 288,00 ; MYR 331,20 ;NIDEK;Active;0;0
BP0003;Bulbs/ Lamps;01-1902-0401-001;Bulb 12 V 30 W;Ns-Iv;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;8; MYR 24,00 ; MYR 27,60 ;Nikon;Active;0;5
BP0004;Cables/ Lead Wires (or any part of it);01-1603-0901-002;Patient Extension Cable 8';2000;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;15; MYR 580,00 ; MYR 667,00 ;IVY;Active;0;4
BP0024;"Printed Circuit Boards (PCB; Other than Power Supply)";01-1302-0101-002;Pcb,Display;Myomed 432;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 100,00 ; MYR 115,00 ;JH-ENRAF;Active;0;0
BP0024;"Printed Circuit Boards (PCB; Other than Power Supply)";01-1302-0101-003;Pcb,Main;Myomed 432;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 38,00 ; MYR 43,70 ;JH-ENRAF;Active;0;0
BP0011;Equipment Specific Parts;01-1401-0102-001;PARI Automizer Upper Section;Inhalierboy;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;4; MYR 180,00 ; MYR 207,00 ;PARI;Active;0;1
BP0011;Equipment Specific Parts;01-1401-0102-003;Nozzle Complete;Inhalierboy;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;4; MYR 280,00 ; MYR 322,00 ;PARI;Active;0;0
BP0006;Cuffs;01-0203-0501-005;Cuff Single Tube Child;Common;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;150; MYR 30,00 ; MYR 34,50 ;Common;Active;0;12
BP0026;Solenoids/ Valves/ Gauges;01-0804-0101-001;Terumo Vacuum Valve;Acs152;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 1.090,00 ; MYR 1.253,50 ;TERUMO;Active;0;0
BP0027;Switchs/ Knobs/Buttons;01-0203-0301-010;Sheet Switch COLIN BP8800;Bp8800;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;30; MYR 450,00 ; MYR 517,50 ;COLIN;Active;0;5
BP0001;Batteries/ UPS;01-2400-0101-001;Battery 7.2V;Adaptor;Unit;Just In Time;Centralized;;Biomedical;No;0;5; MYR 80,00 ; MYR 92,00 ;Seca;Active;0;0
BP0001;Batteries/ UPS;01-0903-0104-010;IP BATTERY 34508210;Common;Unit;Just In Time;Centralized;;Biomedical;No;0;7; MYR 80,00 ; MYR 92,00 ;Common;Active;0;0
BP0003;Bulbs/ Lamps;01-1504-0101-004;BULB KEELER OPTHALMOSCOPE BULB 2.8V;Common;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;13; MYR 105,00 ; MYR 120,75 ;Common;Active;0;5
BP0014;Hoses/ Tubings/ Adaptors/ Couplers/ Connectors/ Pipes;01-0903-0202-004;Tube Pressure C/W Rubber;Common;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 145,00 ; MYR 166,75 ;Common;Active;0;12
BP0001;Batteries/ UPS;01-0203-0902-003;Battery 6V;Pm 600;Unit;Just In Time;Centralized;;Biomedical;No;0;1; MYR 80,00 ; MYR 92,00 ;Mindray;Active;0;0
BP0001;Batteries/ UPS;01-0203-0902-006;BATTERY MINDRAY PM600 LC-R061R3P;Pm 600;Unit;Just In Time;Centralized;;Biomedical;No;0;60; MYR 75,00 ; MYR 86,25 ;Mindray;Active;0;14
BP0005;Casing/ Covers/ Brackets/ Latches/ Part Holders;01-0303-0301-001;Case Bottom;M13151a;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;3; MYR 328,00 ; MYR 377,20 ;AGILENT;Active;0;0
BP0028;Transducers/ Probes;01-0306-0203-002;Probe Aga;747;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 2.132,00 ; MYR 2.451,80 ;HITACHI;Active;0;0
BP0022;Power Supply Unit (PCB or Module)/ Transfomer;01-0401-0101-006;Power Convertion Board;Lp9b;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 5.500,00 ; MYR 6.325,00 ;PHYSIO CONTROL;Active;0;0
BP0001;Batteries/ UPS;01-0401-0402-001;Rechargeable Battery;Cardio Hid;Unit;Just In Time;Centralized;;Biomedical;No;0;1; MYR 1.100,00 ; MYR 1.265,00 ;S&W/Innomed;Active;0;0
BP0011;Equipment Specific Parts;01-2203-0101-003;Manometer With Pointer;Iv100b;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;2; MYR 498,50 ; MYR 573,28 ;Sechrist;Active;0;0
BP0023;PPM/ Service/Maintenance/ Repair Kits;01-0101-0101-001;Ppm Kit;Elite 615;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 2.850,00 ; MYR 3.277,50 ;ULCO;Active;0;0
BP0028;Transducers/ Probes;01-0101-0101-034;O2 STAINLESS STEEL OXY PROBE REMOTE O2;Elite 615;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;50; MYR 65,00 ; MYR 74,75 ;ULCO;Active;0;10
BP0010;Electronic Components;01-0401-0502-006;Patient Relay;Codemaster;Unit;Just In Time;Centralized;;Biomedical;No;0;3; MYR 300,00 ; MYR 345,00 ;HEWLETT PACKARD;Active;0;0
BP0024;"Printed Circuit Boards (PCB; Other than Power Supply)";01-0503-0302-013;Mother Board Unit;106;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;10; MYR 38,00 ; MYR 43,70 ;SUZUKEN;Active;0;0
BP0001;Batteries/ UPS;01-0503-0801-001;Battery 9.6V 1100mAH w/out connector;Fx2111;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 80,00 ; MYR 92,00 ;Fukuda;Active;0;0
BP0001;Batteries/ UPS;01-0609-0000-001;Battery for Entral feeding;Kangaroo 924;Unit;Just In Time;Centralized;;Biomedical;No;0;60; MYR 80,00 ; MYR 92,00 ;KANGAROO;Active;0;8
BP0010;Electronic Components;01-0802-0101-025;Relay Solid State;Sps450/550;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;4; MYR 40,00 ; MYR 46,00 ;BAXTER;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-0802-0101-038;Patient Cable;Sps450/550;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;4; MYR 276,10 ; MYR 317,52 ;BAXTER;Active;0;0
BP0005;Casing/ Covers/ Brackets/ Latches/ Part Holders;01-1601-0402-005;DATASCOPE BEZEL FRONT HIGHT ASSEMBLY 0380-00-0359-04;Accutor Plus;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;3; MYR 388,00 ; MYR 446,20 ;Datascope;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1601-0301-007;Spo2 Adaptor Cable;Athena Nt+;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;6; MYR 1.800,00 ; MYR 2.070,00 ;S&W;Active;0;0
BP0012;Filters;01-1907-0201-007;AMEDA, 7 Shut Off Filter;Com 80221;Unit;Just In Time;Centralized;;Biomedical;No;0;59; MYR 7,00 ; MYR 8,05 ;AMEDA, Egnell;Active;0;45
BP0004;Cables/ Lead Wires (or any part of it);01-1603-0601-003;Extension Cable;Cosmo 7100;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 670,00 ; MYR 770,50 ;NOVAMETRIX;Active;0;0
BP0004;Cables/ Lead Wires (or any part of it);01-1603-0602-003;Connector Cable (Db-9/Oxysnap);Cosmo 7100;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;15; MYR 350,00 ; MYR 402,50 ;NOVAMETRIX;Active;0;0
BP0023;PPM/ Service/Maintenance/ Repair Kits;01-2203-0101-006;SECHRIST Ppm Service Kit;Iv100b;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 10,00 ; MYR 11,50 ;SECHRIST;Active;0;1
BP0017;Membranes;01-0903-0205-001;Membrane Sheet;Top 5200;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 70,00 ; MYR 80,50 ;TOP;Active;0;0
BP0003;Bulbs/ Lamps;01-1301-0201-001;Bulb OSRAM 5001BA15s 6V 10W;Leitz;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;10; MYR 24,00 ; MYR 27,60 ;LEITZ;Active;0;7
BP0003;Bulbs/ Lamps;01-1505-0201-001;Bulb 24V 40W;Ha58s;Unit;Just In Time;Centralized;;Biomedical;No;0;20; MYR 77,00 ; MYR 88,55 ;DAI-ICHE;Active;0;0
BP0003;Bulbs/ Lamps;01-1505-0701-001;Bulb Halogen 50W 24V;Ax 4;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;15; MYR 18,00 ; MYR 20,70 ;ANGENIEUX/OSRAM;Active;0;0
BP0003;Bulbs/ Lamps;01-1505-0303-001;Bulb 24v 100w;X10df Duo V Fs;Unit;Fast Moving Item;Company Site Office;;Biomedical;No;1;20; MYR 50,00 ; MYR 57,50 ;Angineuze;Active;0;0
BP0011;Equipment Specific Parts;01-1601-0103-009;Ic;78353a;Unit;Just In Time;Centralized;;Biomedical;No;0;10; MYR 182,00 ; MYR 209,30 ;HEWLETT PACKARD;Active;0;1
BP0011;Equipment Specific Parts;01-0901-0303-018;AIR SHIELD Grommet Access;C300;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;7; MYR 120,00 ; MYR 138,00 ;Air Shields;Active;0;7
BP0011;Equipment Specific Parts;01-0901-0304-009;AIR SHIELD Iris Sleeve (Pack Of 4);C400 & 450;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;106; MYR 18,00 ; MYR 20,70 ;Air Shields;Active;0;18
BP0011;Equipment Specific Parts;01-1303-0101-001;Htc Protection Sheild For Hps 101;Chemopharm;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 18,00 ; MYR 20,70 ;Chemopharm;Active;0;0
BP0027;Switchs/ Knobs/Buttons;01-1303-0101-002;MEDELA DOUBLE ROCKER SWITCH MADELA;Chemopharm;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;1; MYR 70,00 ; MYR 80,50 ;Chemopharm;Active;0;1
BP0016;Mechanical Components;01-1303-0202-001;MEDELA SQUARE NUT MADELA;Mls 1200;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;2; MYR 18,00 ; MYR 20,70 ;Milestone;Active;0;1
BP0020;Paddles/ Wheels/ Castors/Brakes;01-1402-0301-001;CASTOR WHEEL WITH SCREW HEAD 2;Bp8000c;Unit;One Off;Others;Vendor - By Purchase Order;Biomedical;No;0;50; MYR 3,50 ; MYR 4,03 ;Press Mate;Active;0;0
BP0028;Transducers/ Probes;01-0303-0201-003;CARDIOTOCOGRAPH 1.5Mhz Ultrasound Transducer (Yellow);Sonicaid;Unit;Just In Time;Centralized;;Biomedical;No;0;5; MYR 2.398,00 ; MYR 2.757,70 ;Oxford Instrument;Active;0;2
